,TARGET
142984,0
193920,0
56532,0
159048,0
106252,0
149125,0
178321,0
18260,0
165012,0
189422,0
79431,0
126401,0
140741,0
156849,0
150536,0
44467,0
131087,0
63549,0
127857,0
15290,0
65075,0
163406,0
132805,0
148615,0
77185,0
100378,0
63096,0
131308,0
173864,0
185237,0
96967,0
147482,0
135865,0
84413,0
76832,0
7499,0
192021,0
54434,0
120354,0
49150,0
6274,1
60657,0
10612,0
143793,0
180113,0
42890,0
123358,0
143167,0
34628,0
59685,0
76263,1
15187,0
50044,0
40679,0
179034,0
48866,0
185875,0
42631,0
6910,0
73905,0
171411,0
102623,0
71886,0
50399,0
93343,0
65734,0
171715,0
49637,0
170668,0
35926,0
6131,0
40676,0
166661,0
69942,0
134018,0
85087,0
185989,0
188043,0
78161,0
146594,1
118829,0
145076,0
186664,0
163367,0
104875,0
11279,0
170779,0
7249,1
20309,0
38776,0
167133,0
43837,1
184339,0
116279,0
167041,0
55443,0
37788,0
115891,0
84012,0
99,0
10540,0
36810,0
160094,0
59346,0
85979,0
142610,0
96447,0
66239,0
164171,0
86771,0
90313,0
176554,0
29733,0
46900,0
35115,0
1560,0
25,0
48509,1
136760,0
163707,0
41705,0
137806,0
69087,0
81773,0
132382,0
44657,0
9310,1
91075,0
125421,0
106842,0
176012,0
183227,0
43965,0
50518,0
79808,0
73329,0
41981,0
88054,0
47165,0
166822,0
55357,0
1219,1
44501,0
173727,0
101596,0
127753,1
142007,0
86353,0
124228,0
92596,0
30478,1
37398,0
107282,1
163496,1
70351,1
134621,0
59137,0
1861,0
57653,0
103196,0
126516,0
70087,0
27516,0
62673,0
3578,0
120304,0
174300,0
155943,0
111944,1
114542,0
31531,0
88875,0
137514,0
68284,0
4893,0
164988,0
133924,0
97130,0
174992,0
175454,0
42584,0
19266,0
87869,0
9767,0
46358,0
192362,0
11803,0
50589,0
96868,0
105995,0
123756,0
9433,0
56198,0
146395,0
47460,0
192778,0
171484,0
125919,0
18835,0
58157,0
110594,0
126554,0
18676,0
188450,0
100798,0
99132,0
182709,0
159504,0
36077,0
8361,0
28317,0
82574,0
164316,0
47516,0
10585,0
2303,0
182217,0
122495,0
34830,0
72781,0
32626,0
106002,0
17435,0
105988,0
46966,0
44999,0
1728,0
8039,0
133528,0
44884,0
174002,0
4518,0
70706,0
60336,0
190775,0
187731,0
155002,0
28703,0
3827,0
166206,0
144776,0
25062,0
519,0
179648,0
9269,0
158361,0
6720,0
21107,0
193275,0
4520,0
67366,0
157806,0
89983,0
12696,0
138633,1
111325,0
94493,0
12923,0
158484,0
87164,0
164919,0
97175,0
91470,0
86882,0
49015,0
116111,0
94933,0
189602,0
79624,0
127674,0
194044,0
184592,0
64214,0
114824,0
183401,1
30253,0
148494,0
69390,0
133453,0
85285,0
168537,0
71818,0
182353,0
89631,0
124566,1
43292,0
103460,0
144417,0
119177,0
130351,0
115184,0
45996,0
12222,1
138703,0
22676,0
4280,0
69884,0
1156,0
77231,0
173119,0
156533,0
53679,0
33315,0
162150,0
116192,0
86600,0
13727,0
111163,0
158707,1
14138,0
26186,0
117607,0
21429,0
99869,0
140504,0
167624,0
137741,0
128271,0
176383,0
67967,0
180717,0
73536,0
123319,0
185331,0
10926,0
97218,0
11458,0
118863,0
63250,0
93550,0
26777,0
2442,0
13279,1
67266,0
189476,0
189606,0
78407,0
19354,0
121154,0
28823,0
132560,0
57090,0
143395,0
112366,0
52229,0
7847,0
27831,0
90146,0
122261,0
139273,0
187402,0
10645,1
67409,0
101774,1
17462,0
39232,0
37526,0
62073,0
75557,0
93430,0
124335,0
20903,0
183995,0
149598,0
76794,0
93567,0
99328,0
82166,0
85858,0
139862,1
167456,0
92433,0
141841,0
90586,1
101744,0
9092,1
26147,0
96956,0
59526,0
67342,0
185669,0
80808,0
34634,0
122050,0
191069,0
179197,0
78825,0
60728,0
178053,0
7578,0
86955,0
103003,0
36058,0
166508,0
36172,0
155936,0
28861,0
187187,0
41533,0
139902,0
78220,0
44576,0
7493,0
71869,0
138146,0
11617,0
176758,0
161827,0
30762,0
87262,0
76504,0
146969,0
112575,0
72800,0
89452,0
160997,0
81769,0
72400,0
187298,0
149849,0
84964,0
137879,0
53485,0
127760,0
29646,0
74591,0
189859,0
137783,0
55937,0
179801,0
118292,0
83865,0
169655,0
53951,0
82302,0
179358,0
65755,0
14078,0
126749,0
5777,0
109286,0
807,0
66947,0
22161,0
81721,0
121079,0
35963,0
35444,0
25576,0
87513,0
95601,0
87433,0
115826,0
158227,0
93150,0
128097,0
175187,0
101275,0
116533,0
132617,1
20442,0
20228,0
112858,0
158230,0
170259,0
65615,0
81756,0
1674,0
9713,0
144510,0
144571,0
136734,0
138294,0
98063,0
127863,0
77908,0
136810,0
47221,0
192582,0
60043,0
163995,0
135088,0
99493,0
113887,0
8008,0
176087,0
39664,0
47388,0
135200,1
193872,0
141169,0
159464,0
67552,0
98218,0
161258,1
94057,0
56324,0
37532,0
19711,0
84282,0
102073,0
97063,0
122971,0
1475,0
149302,0
104405,0
70436,0
59676,0
111195,0
46752,0
154647,0
166742,0
126251,0
171343,0
18327,0
1088,1
157360,0
144868,0
173297,0
63698,0
63129,0
42546,0
170443,0
38561,1
34043,0
138584,0
169164,0
160920,0
10011,0
30515,0
142506,0
45840,0
97368,0
189872,0
189190,0
122571,0
84724,0
66638,0
180262,0
69967,0
42346,0
118654,0
101518,0
145552,0
25640,0
184023,0
120101,0
170145,0
121085,0
80039,1
13984,0
64835,0
71690,0
3779,0
128565,0
16279,0
119890,0
120378,0
47504,0
181366,0
154705,0
148088,0
29036,0
21539,0
125019,0
7064,0
13742,0
147938,0
138379,0
25273,0
134326,0
146923,0
183909,0
87419,0
131868,0
79332,0
83562,0
40700,1
41130,0
85439,0
127683,0
143712,0
66534,0
170256,0
128533,0
134425,0
83836,0
71629,0
184652,1
147775,0
135999,0
118147,0
102724,0
107814,0
101987,0
128887,0
88969,0
149517,0
41509,1
80960,0
101053,0
12386,0
96401,0
110268,0
127044,0
39310,0
38284,0
19590,0
104265,1
183380,0
171867,0
79833,0
81912,1
76266,0
2387,0
15668,0
98898,0
118369,1
49656,0
174757,0
43861,0
12613,0
114742,0
149252,1
96627,0
123675,0
117962,0
147280,0
167996,0
128879,0
30058,0
125522,0
111559,0
86921,1
64212,0
103886,0
154801,0
184657,0
124683,0
113716,0
80547,0
155990,0
858,0
126716,0
53523,0
127823,0
130774,0
64946,0
154224,0
118539,0
59461,0
98407,0
81744,0
153744,1
59118,0
7520,0
11974,0
166460,0
85755,1
124140,0
85895,0
184141,0
3923,0
80718,0
130692,0
3076,0
112980,0
167401,0
182206,1
36315,0
150468,0
118404,0
169745,0
74869,1
193773,0
65226,1
179960,0
65237,0
57382,0
166580,0
22176,0
60076,1
175510,0
69342,0
37586,0
44244,1
64640,0
33862,0
58598,0
21285,0
140782,0
67529,0
142768,0
187834,0
115837,0
58874,0
83553,1
101041,1
132829,0
121997,0
33981,0
56957,0
31028,0
141295,1
70558,0
58680,1
53299,0
17590,0
61766,0
56507,0
49114,0
194385,0
74283,0
83390,1
84326,0
12752,0
74976,0
62644,1
163124,0
61280,0
143725,0
98263,0
142301,0
142254,0
22551,0
29607,0
48692,0
21279,0
10994,0
17235,0
131612,0
151138,0
38583,0
71817,0
46750,0
28620,1
35609,0
3208,1
1094,0
171918,0
131170,0
113217,0
46075,0
21333,1
8150,0
73469,0
83744,0
42852,0
108621,0
35177,0
118590,0
15217,0
23677,0
181586,0
34876,0
48609,0
16577,0
9682,0
92229,0
32252,0
44587,0
40657,0
93872,0
83680,0
174449,0
119327,0
67250,0
14625,0
181389,0
169283,0
87000,0
182486,0
30031,0
10998,0
100747,0
183960,0
10790,1
165393,0
131658,0
63583,0
189078,1
29541,0
136268,0
164688,0
76158,0
170056,0
16040,0
63125,0
174801,0
181188,0
108365,0
129453,0
94659,0
131975,0
1399,0
161934,0
62843,0
128040,0
139514,0
191385,1
130116,0
129261,0
53685,0
109228,0
136253,1
57312,1
182812,0
141092,0
142458,0
71656,0
5904,0
16719,0
167118,0
31455,0
92244,0
12934,0
50746,1
34975,0
59797,0
177417,0
26527,0
13577,0
85276,0
181059,0
112716,0
190480,0
84002,0
176556,0
77156,0
140198,0
30915,0
132546,0
27619,0
118849,0
27161,0
113035,0
120383,0
871,0
27898,0
34677,0
181877,0
24085,0
93825,0
61644,0
103818,0
156022,0
138130,0
15491,0
90193,0
115070,1
134066,0
37975,0
153383,0
109669,0
136166,0
136899,0
177795,0
111337,0
182221,0
152012,1
16006,0
18551,0
60805,0
103278,0
46074,0
86526,0
47097,0
35371,0
165916,0
135349,0
115800,0
47199,0
7381,1
82514,0
133619,0
101340,0
38481,0
186099,0
104022,1
7910,0
45192,0
72180,0
126674,0
113904,1
125652,0
19372,0
148357,0
98501,0
11175,0
16179,0
5618,0
178114,0
42038,0
65264,0
108942,0
182653,0
177694,0
108613,1
71330,0
155429,0
165831,0
131470,0
15752,0
32107,0
77718,1
25936,0
83856,1
7999,0
118594,0
16152,0
92211,0
56382,0
4228,0
170236,0
148493,0
93989,0
166110,0
127034,0
131991,0
99054,0
89202,0
148211,0
193130,0
99832,1
163618,1
22239,0
62223,0
137265,0
21921,0
179775,0
14300,0
4304,0
33257,0
143163,0
62880,0
101581,0
117214,0
182181,0
27039,0
50858,0
60868,0
95717,0
169760,0
61241,0
184022,0
126737,0
172595,0
39738,1
84253,0
54913,0
33965,1
53776,1
14721,0
115058,0
161854,0
93925,0
72143,0
122719,0
58808,0
191655,1
183493,0
97012,0
81782,0
182024,0
4790,0
192378,0
22395,0
73474,0
73078,0
87484,0
49111,0
129267,0
171181,0
162335,0
48028,0
113606,1
122102,0
34534,0
104784,0
12180,0
77889,0
146669,0
167376,0
100241,0
28113,1
148302,0
70202,0
129618,0
25806,0
43662,0
73008,0
30440,0
181355,0
154427,0
104949,0
167681,0
187790,0
182987,0
22687,0
62754,0
159069,0
28639,0
135547,0
182700,0
172638,0
167861,0
61820,0
70895,0
150026,0
133150,0
137278,0
182368,0
75135,0
193363,1
92718,0
128576,0
135178,0
189128,0
176125,0
100671,0
135428,0
152605,0
19761,0
189353,0
120845,0
181525,0
143282,0
176114,0
23976,0
38377,0
69556,0
12017,0
36983,0
172358,1
36551,0
44714,0
53035,0
180057,1
97574,0
129940,0
33055,0
189086,0
109515,0
18077,0
52451,0
149896,0
7902,0
128658,0
155295,0
155752,0
183138,0
131960,0
62261,0
183025,0
173068,0
134296,0
154948,1
74718,0
157342,0
106831,0
86171,0
77523,0
26435,0
45119,0
126105,0
55951,0
168663,0
125305,0
103910,1
192755,0
154350,0
95654,0
137441,0
109659,0
138923,0
105884,0
49259,0
175615,1
113661,0
81337,0
21623,0
48776,0
27950,0
145370,0
98792,0
188223,1
150999,0
162286,0
72797,0
21112,1
70611,0
166962,0
113055,0
103495,0
128808,0
131040,0
108243,0
72472,0
75122,0
120706,0
157175,0
25517,0
81534,0
25082,0
81401,0
11603,0
95564,0
170529,1
124558,0
139517,0
96286,0
193803,0
48408,0
178315,0
6227,0
1976,0
132393,0
137544,0
42525,0
54912,0
108296,0
22631,0
126861,0
177805,1
75862,0
40174,0
21283,0
151136,0
165457,0
147263,0
155855,0
153644,0
144874,0
69419,0
79389,0
132051,1
159181,0
21353,1
133648,1
40570,0
122776,0
71770,0
111088,0
44644,0
24125,0
58363,0
35602,0
54452,0
106520,0
38122,0
64788,0
104689,0
105376,0
167523,0
68668,0
141713,0
111261,0
25264,0
46518,0
51110,1
164505,1
40173,0
79610,0
121900,0
93503,0
53850,0
27486,0
141737,0
21711,0
93317,0
186348,0
191251,0
109497,0
155950,0
193185,0
161762,0
140075,0
76489,0
182207,0
37548,0
163164,0
33583,0
3278,0
190144,0
7342,0
167378,0
79211,0
168942,0
119262,0
191867,0
138178,0
45660,0
32244,0
80371,0
160968,0
166380,0
122615,0
175921,1
150948,0
27197,0
22724,1
145132,0
176328,0
140082,0
180196,0
120752,1
157519,1
57406,0
73860,0
15902,0
58669,0
634,0
108340,0
188829,0
90145,0
41781,0
30308,0
5018,0
120852,1
34243,1
163145,0
56646,1
59413,0
170513,0
136423,0
43270,0
97490,0
75593,0
173040,0
137200,0
164026,0
188059,0
111141,1
133927,0
13012,0
3350,0
107217,0
81716,0
177309,1
84521,0
27008,0
118452,0
4279,0
179966,0
105387,0
170426,0
56312,0
25050,0
12016,0
10859,0
124225,0
67438,0
54871,0
7223,0
83718,1
179126,0
127624,0
8372,0
148647,0
109035,1
68885,0
98105,0
190645,0
25680,0
19009,0
130744,0
165044,0
51774,0
147727,0
74444,0
68583,0
119252,0
31690,0
104014,0
146603,0
158391,0
107141,0
163793,0
8605,0
7324,0
43763,0
133479,0
116037,0
16009,0
157966,0
53539,0
175464,0
70427,0
156137,0
146438,0
148405,0
103308,0
79246,0
107276,0
160714,0
22107,0
32133,0
17777,0
98368,0
24076,0
117233,0
101274,0
194497,0
85328,0
91173,0
107591,0
75201,0
191700,0
24495,1
13718,1
158997,0
153594,0
88726,0
77026,0
70279,1
45148,0
155941,0
2875,0
190654,0
65325,0
46675,0
98761,0
92871,0
176511,0
18777,0
74297,0
38083,0
106655,0
10824,0
25989,0
35023,0
100843,0
67859,0
12160,0
149821,0
151122,0
78205,0
177965,0
164123,0
159857,1
93293,0
152290,0
12882,0
60507,1
160237,0
143432,0
16758,0
109982,0
77346,0
27404,0
52438,0
96027,0
33152,0
3093,0
155845,0
29825,0
151617,0
68750,0
39326,0
138801,0
156506,0
115858,0
76531,1
152084,0
176851,0
100233,0
48533,0
28841,0
144555,0
131303,0
123034,0
133960,0
163457,0
26306,0
72227,0
182230,0
151886,0
91714,0
171226,0
160439,0
83434,0
47893,0
80133,0
160228,0
82133,0
152711,0
125947,0
162872,0
6546,0
113040,0
95194,0
74475,0
173965,0
123200,0
91864,0
162442,0
127771,0
127946,0
165179,0
38628,0
194661,0
68771,0
149137,0
151356,0
115734,0
117846,0
136739,0
185391,0
71298,0
176243,0
94735,0
87082,0
29042,0
134748,0
21287,0
65140,1
59923,0
144465,0
141449,0
28938,1
139378,0
87559,0
175070,0
185539,0
90160,0
26609,1
53744,0
184235,0
106340,0
138363,0
135612,0
124695,0
141171,0
64521,0
20411,0
90656,1
41792,0
52715,0
59050,0
32969,0
159254,0
171833,0
28799,0
183480,0
4821,0
171248,0
6119,0
57229,0
137401,0
84250,0
106371,0
186270,0
73846,0
95582,0
152232,0
129594,0
126994,0
134301,0
175198,0
152243,0
189171,0
163160,0
107432,0
17239,0
12230,0
88185,0
57671,1
115081,0
45493,0
157125,0
148660,0
153327,0
68511,0
83006,0
94812,0
148948,0
3624,0
187975,0
133286,0
138960,0
19925,0
30105,0
176817,0
119130,0
35668,0
139426,0
58594,0
135693,1
19508,0
164814,0
74923,0
170086,0
99023,0
174238,0
82729,0
176206,0
64954,0
107214,0
25604,0
109860,0
164980,0
189927,0
184890,0
84840,1
188590,0
134956,0
131513,0
65350,0
185333,0
137150,0
95635,0
174944,0
161139,0
90925,0
169710,0
24161,0
88220,0
158290,1
179611,1
24744,0
78119,0
92973,0
46047,0
70920,0
54975,0
86604,0
120541,0
10003,0
154435,0
175992,0
164781,0
168596,0
158857,0
76162,1
114414,0
179239,0
170693,0
2022,0
15826,0
82639,0
87123,0
30855,0
19681,0
115452,0
32416,0
122882,0
10683,0
184198,0
193651,0
137377,0
16060,0
102698,0
119495,0
5887,0
88980,0
134307,0
105558,0
49477,0
78374,1
103035,0
50266,0
144141,1
63605,0
5194,0
3359,1
149539,0
151431,0
109911,0
24088,0
18350,0
163022,0
3750,0
194156,1
101991,0
7916,1
186415,0
169665,0
121750,0
76256,0
48848,0
181833,0
187818,0
62790,0
123368,0
130400,0
113692,0
140982,0
129690,0
43263,0
158571,0
81209,0
64311,0
147806,0
90148,0
113772,0
173215,0
108234,0
89335,0
47373,0
94796,0
93830,0
40063,0
44647,0
13196,0
112736,0
191602,0
38891,0
63000,0
60007,0
169562,0
74014,0
22907,1
120653,0
89957,0
127911,0
150905,0
68838,0
39463,0
188271,0
23027,0
174762,0
84640,0
132215,0
9295,0
32435,0
23090,0
10590,0
184257,0
44168,0
115775,0
75021,0
68004,0
87588,0
81091,0
67991,0
146455,0
147917,0
132920,0
27787,0
184156,0
7483,0
120658,0
56834,0
123364,0
116704,1
171868,0
123496,1
171047,0
136762,1
148299,0
140989,0
60537,0
74004,1
99024,0
104919,0
109404,0
181852,0
92803,0
193640,0
176577,0
87220,0
132632,0
15008,0
134231,0
135086,0
119793,0
33605,0
123693,0
178862,0
36774,0
3957,0
132238,0
150189,0
39800,0
62108,0
110183,0
15672,0
80933,0
102267,0
113113,0
62340,1
93180,1
96634,0
81327,0
80777,0
130593,1
186421,0
44299,0
135641,0
49728,0
81274,0
11588,1
154009,0
95685,0
82786,0
72524,0
25702,0
170793,0
71731,0
80749,0
71320,0
88288,0
133652,0
134610,0
45911,0
95195,0
107883,0
107273,0
142719,0
88644,0
85623,0
167765,0
183302,0
46858,0
160003,0
81438,0
179720,0
78321,0
124233,0
106458,0
116523,0
64733,0
26996,0
85639,0
11386,1
104324,0
191317,0
142894,0
116909,1
97177,0
97304,0
150095,0
84918,0
107065,0
17900,0
40406,0
18217,1
31485,0
46264,0
161535,0
19623,0
125339,0
6159,0
185034,1
76595,0
8576,0
21066,0
160872,0
6476,0
61871,0
77686,0
8862,0
153158,0
151251,0
59650,0
1793,0
77807,0
192539,0
47840,0
186930,0
78978,0
86026,0
25639,0
63862,0
160860,0
46717,0
126745,0
164623,0
100473,1
178171,0
12836,0
67378,0
57513,0
45513,0
44967,0
1044,0
55117,0
39152,0
46690,0
61619,0
164133,0
99664,0
102721,0
13912,0
57167,0
17892,0
169267,0
83195,0
99258,0
163480,0
145036,0
177031,0
63818,0
83310,0
21251,0
14922,1
136851,0
80582,1
64209,0
33077,0
117923,0
163130,0
149138,0
91013,0
135234,1
57928,0
137908,0
102282,0
125014,0
21912,0
145892,0
144939,0
72783,0
150397,0
48267,0
78107,0
146682,0
170330,0
159410,0
11905,0
54287,0
36124,0
5008,0
147233,0
177108,0
185817,0
126519,0
2415,0
103769,0
115626,1
38639,0
126811,0
171135,0
166794,0
130995,0
170905,0
87968,0
83422,0
42864,0
29757,0
68924,0
144756,0
20604,0
124781,0
15561,0
189135,0
117351,0
41775,0
7756,0
172348,0
188103,0
107167,0
20653,0
96009,0
91598,0
124864,0
2919,0
130520,0
188327,0
127132,0
55796,0
150140,0
49030,0
113428,0
83091,0
124019,0
83191,0
189298,1
22171,0
2203,0
128150,0
115598,0
19736,0
132880,0
162612,0
125923,0
162458,0
19784,0
107347,0
167605,1
183993,0
19856,0
173024,0
87339,0
127891,0
145069,0
17787,0
33259,0
183784,0
137935,0
101260,0
182006,0
56807,0
62399,0
23528,0
142417,0
146863,0
43829,0
171975,0
159326,0
190089,0
85312,0
101559,0
26020,0
71695,0
42185,0
26802,0
18785,0
141475,0
178820,0
182427,0
175956,0
142788,0
70432,0
14820,0
88121,0
140118,0
96939,0
65976,0
11350,0
134855,0
58006,0
60146,0
193846,0
8001,0
167703,1
153136,0
131968,0
164632,0
182389,0
38242,0
131129,0
102564,0
147766,1
122239,0
174639,0
85179,0
43583,0
72240,0
55998,0
144713,0
53747,0
152861,0
16935,0
24279,0
57861,0
89731,0
8895,0
136864,0
13259,0
72589,0
80196,0
50860,0
36256,0
76431,0
130057,0
5581,0
113781,0
88082,0
175907,0
168779,0
28417,1
165253,0
190336,0
140385,0
97671,0
144635,0
139660,0
161583,0
20815,1
58555,0
63516,0
82571,0
121331,0
97689,0
85899,0
147113,0
145344,1
91974,0
153701,0
63380,0
107161,0
73515,0
189551,0
14485,0
25700,0
177572,0
48881,1
194528,0
7258,0
89791,0
30867,0
77067,0
86756,0
24860,1
110348,0
35512,0
41487,0
107621,0
62845,0
187874,0
17266,0
81070,1
184567,0
5381,0
92657,0
46237,0
51312,1
40503,0
27151,0
100441,0
181827,0
83143,1
72634,0
130364,0
16617,0
110266,0
153021,0
27148,0
22209,0
68529,0
51824,0
96924,0
157595,0
84068,0
113830,0
66340,0
158583,0
40593,0
81174,0
36546,0
90570,0
59566,0
11263,1
131768,0
102761,0
134362,0
32854,0
32020,0
156620,0
117595,0
112511,0
154633,0
57077,0
172020,0
174745,0
150844,0
73954,0
49033,0
3803,0
78294,0
12263,0
46983,0
190281,0
156550,0
84064,0
15831,1
90791,0
6213,0
4913,0
34646,0
115859,0
100021,0
62003,0
114670,0
128903,0
65055,1
164948,0
256,0
21593,0
20585,0
49869,0
142499,1
146320,0
157275,0
152003,0
155707,0
157600,1
193636,0
85506,0
123371,1
175725,0
5881,0
5845,0
44007,0
147281,0
18391,0
78827,0
102177,0
167406,0
117464,0
174262,0
5146,0
38653,0
151043,0
78115,0
176309,0
6062,1
174766,0
109741,0
60182,0
192902,0
114931,0
153528,0
137613,0
163773,0
57189,1
3940,0
43704,0
73990,0
115581,0
165349,0
61137,0
170731,0
151276,0
80124,0
96128,0
174373,1
189293,0
99324,0
183008,0
25641,0
34526,0
182376,0
98200,0
189308,0
59302,0
75054,1
21774,1
149632,0
72491,0
162344,1
21786,0
130287,0
125325,0
189260,0
142290,0
102811,0
145743,0
72228,0
166268,0
103077,0
11640,0
43594,0
8437,0
177779,0
49428,0
126838,0
108763,0
169481,0
189082,0
5181,0
176988,0
17638,0
175147,0
76337,0
148157,0
166311,0
55455,0
63555,1
12401,0
131360,0
181903,0
73656,0
47111,0
178443,0
33511,0
67954,0
35694,0
147418,0
146629,0
106965,0
70379,0
33481,0
67844,0
55115,0
101785,0
68753,0
32664,0
186797,0
99958,0
125189,0
190436,0
96502,0
100391,0
1825,0
126213,0
102926,0
64149,0
183083,0
43437,0
121323,0
151629,0
191812,0
60123,0
62793,0
163725,0
778,0
113998,0
13546,0
66994,0
12219,0
24817,1
91677,0
186861,0
84509,0
112460,0
50703,0
111457,0
185452,0
172566,0
136121,0
1687,0
89416,0
19514,1
183342,0
64548,0
83489,0
149981,0
88545,0
68205,0
104924,0
24480,0
89553,1
86498,0
76102,0
47821,0
71424,0
75697,0
52179,0
149190,0
143024,0
54836,0
85748,0
192195,0
14987,0
176615,0
52875,0
89467,0
143264,0
85511,0
44476,0
59449,1
27604,0
173716,0
180899,0
34341,0
28323,1
53056,0
137939,0
41557,0
126387,0
115355,0
39054,0
24724,0
144025,0
10925,1
101607,0
13193,0
83227,0
113412,0
86637,0
185242,0
85783,1
31549,0
137405,0
115823,1
191905,0
160526,0
103188,0
18102,0
163028,1
115876,0
70199,0
52050,0
100860,0
142030,0
57891,0
319,0
47231,1
163241,0
137387,0
163117,0
39753,0
118024,0
98541,0
41928,0
86534,0
126249,0
105946,0
140722,0
173584,0
120343,1
27590,0
44325,0
147594,0
102059,0
7323,0
135128,0
177979,0
171179,0
75169,0
191499,1
31743,0
60718,0
178959,0
66343,1
165424,0
156943,0
21954,0
28942,0
111845,0
82432,0
73384,0
38226,0
182072,1
58909,0
90379,0
46487,0
51127,0
115157,0
9351,0
152139,1
690,0
55737,0
149573,0
167927,1
146353,0
17799,0
72931,0
95073,0
149139,0
119842,0
95922,0
170536,0
5496,1
50362,0
135927,0
97100,1
157958,0
149283,0
170755,0
70694,0
169280,0
74005,0
2100,1
175663,0
65019,0
151773,0
102289,0
91284,0
153577,0
26901,1
85428,0
51767,1
90187,0
65742,0
105113,0
32916,0
108074,0
172333,0
185195,0
129524,0
56561,0
182846,0
106572,0
24910,0
24239,1
93900,0
124353,0
145948,0
62466,0
137517,0
83062,0
193927,0
33145,0
71228,1
193035,0
72461,1
12188,0
191824,0
39013,0
12529,0
93727,0
11286,0
66498,0
189609,0
27456,0
190160,0
143187,0
145759,0
92709,0
42943,0
133872,0
40469,0
55916,0
18469,0
187453,0
101766,0
83223,0
173705,1
143896,0
152793,0
2816,0
165948,0
12156,0
166241,0
135140,0
28411,0
155985,0
193612,0
179897,0
119837,0
170199,0
120335,0
54412,0
60454,0
21648,0
59765,1
56790,1
152970,0
58708,0
22155,0
25671,0
13616,0
105588,0
107942,0
117661,0
103042,0
60596,0
126343,0
85365,0
150576,0
20869,0
112708,0
53479,0
24227,0
185703,0
153863,0
31064,0
185800,0
138472,1
176474,0
86381,0
152557,0
179936,0
88228,0
187807,0
23882,0
44312,0
28219,0
89592,0
76621,0
160335,0
131364,0
124219,0
16672,0
72424,0
41885,0
164638,0
181019,0
159643,1
76625,0
21936,0
148985,0
180887,0
190638,0
160797,0
36183,0
51582,0
119587,0
127309,0
193788,0
122453,0
11218,0
14425,0
75711,0
101026,0
123208,0
14279,0
68118,0
49692,0
59333,0
68482,0
116520,0
150217,0
132441,0
181738,0
181224,0
135613,0
165443,0
138448,0
31262,0
33209,0
114124,0
8573,0
67749,0
186328,0
66971,0
106484,0
79248,1
95509,0
27919,0
119673,0
135465,0
29290,0
5808,0
81892,0
175688,0
21065,0
99552,0
44106,0
122191,0
74430,0
26826,0
183905,0
135906,0
165668,0
144831,0
84567,0
124375,0
147448,0
101284,0
186524,0
169408,1
54243,0
62856,0
186713,0
35029,0
7361,1
114569,0
161343,1
46461,0
39708,0
37401,0
128453,0
19706,0
158936,0
31296,0
33421,0
84229,0
179405,0
179782,0
120356,0
53389,0
157420,0
131206,0
60828,0
162609,0
170651,0
174709,0
69202,0
81566,0
108583,0
49724,0
165755,0
165196,0
63997,0
34673,0
103507,0
191428,0
146776,0
113708,0
160735,0
149755,1
88183,0
54787,0
189398,0
74729,0
28046,0
102788,1
63695,0
142647,0
74275,0
77217,1
47811,0
140834,0
179670,0
23966,0
126122,0
193186,1
90834,0
78153,0
126873,0
165664,0
50927,0
138826,0
151193,0
186973,0
149614,0
72812,0
21749,1
126938,0
34214,0
20006,0
37227,0
82399,0
44717,1
19004,0
142476,0
88688,0
171862,0
109124,0
75210,0
3570,0
154273,0
140060,0
117038,0
89695,0
74239,0
136297,0
83395,0
148244,0
181150,0
25864,0
144720,0
87432,1
55867,0
22823,0
192167,0
65474,0
5261,0
83862,0
176873,0
10651,0
161438,0
26283,0
62203,0
94261,1
118061,0
169851,0
185091,0
3405,0
68521,0
181119,0
132555,0
108628,0
74590,0
140543,0
71915,0
40247,0
123645,0
57658,0
193157,0
128058,0
144287,0
93506,0
7912,0
42765,0
173103,0
6369,0
53222,0
88764,0
76126,0
62651,0
9941,0
152902,0
73075,0
89781,0
103883,0
162978,0
185720,1
34870,0
12938,0
120171,0
79851,0
91101,0
63545,0
159216,0
149427,0
45406,0
148407,0
15134,0
112836,0
104383,0
27221,0
3371,0
78847,0
40909,0
81066,0
167727,0
36474,0
178963,0
157549,1
131191,0
58998,0
177994,0
111607,0
41674,1
92203,0
153045,0
184648,0
55018,0
172815,0
154634,0
159159,0
155027,0
63256,0
181987,1
58217,0
160867,0
121402,0
82609,0
53476,1
111964,0
178165,0
79546,0
92590,0
75291,1
59423,1
50549,0
29653,0
145142,0
102050,0
97745,0
4109,0
38434,0
94601,0
107901,0
54382,0
193042,0
108502,1
43267,0
48775,0
44237,0
117543,0
157679,0
122780,0
62882,0
121950,1
98874,1
166213,0
181239,0
115443,0
44637,0
136676,0
172850,0
87202,0
46014,0
186296,0
182059,0
106101,0
129012,0
177161,0
7264,0
102638,0
194502,0
52844,0
108088,0
182303,0
19455,0
112492,0
163365,0
146581,0
4803,0
7117,0
13656,0
78801,0
117506,0
192397,0
58545,0
180949,0
88147,0
38817,0
83367,0
180801,0
116259,0
177170,0
38759,0
179920,0
192315,0
141183,0
85878,1
191439,0
182025,0
2348,0
63792,0
101670,0
165525,0
169231,0
17788,0
35470,0
107723,0
124696,0
33231,0
66604,1
149984,0
60491,0
419,0
82964,0
52927,0
123040,0
16282,0
71854,0
30625,0
63807,0
77786,0
153958,0
52147,0
134568,1
105163,0
